id,v0,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88,v89,v90,v91,v92,v93,v94,v95,v96,v97,v98,v99,v100,v101,v102,v103,v104,v105,v106,v107,v108,v109,v110,v111,v112,v113,v114,v115,v116,v117,v118,v119,v120,v121,v122,v123,v124,v125,v126,v127
vec-509,0.404073,-0.078775,-0.884876,-0.385718,-0.188166,0.923723,-0.335491,0.748174,-0.422345,-0.924559,0.080671,0.001305,0.767498,-0.605658,-0.018864,-0.86501,0.597367,-0.590079,-0.385904,-0.816257,0.57592,0.039974,-0.403144,-0.734957,0.540299,-0.965733,0.422744,-0.16024,-0.888514,0.563028,-0.001335,0.704471,-0.390247,-0.722334,-0.800575,0.529269,-0.538748,0.950193,0.787282,0.964252,0.762577,-0.027623,0.699888,-0.714736,-0.298959,0.645292,0.014015,-0.314111,-0.436683,-0.385828,-0.580627,-0.658015,0.289302,0.198836,0.916056,0.61518,-0.292367,-0.52428,0.684524,-0.54173,-0.937531,0.820365,0.389425,-0.495061,-0.622332,0.14962,-0.939601,0.795352,0.279978,-0.451713,-0.497428,-0.744989,-0.030042,-0.735681,0.544013,-0.62847,0.507325,-0.726554,-0.628875,0.544686,-0.53011,0.489296,0.785305,-0.983509,-0.540539,0.269321,0.301066,-0.724006,0.003053,0.067441,0.45046,0.590825,0.356213,0.990895,0.474402,-0.93933,0.270064,-0.722113,-0.153062,0.521586,-0.939006,0.673357,-0.425515,0.757778,0.618997,-0.228331,0.166701,0.316847,-0.008649,0.373973,-0.076038,-0.623744,-0.721005,0.098671,-0.616613,0.279701,-0.05894,0.848333,0.462339,-0.70922,-0.115519,-0.330747,0.978316,0.709217,-0.057383,0.716802,0.029632,0.329633
vec-510,-0.961381,0.446398,0.408378,-0.553098,0.204056,-0.121989,0.48274,0.910202,-0.625603,-0.576076,0.816777,0.516791,0.298085,-0.128376,0.76582,0.162605,-0.834742,-0.892869,0.758694,-0.792078,-0.050908,-0.36177,0.403559,0.427735,0.544188,0.276148,-0.008379,-0.98047,-0.951728,0.85864,0.833691,-0.65343,-0.599001,0.692313,0.546202,0.122989,-0.427167,-0.842505,-0.215777,0.207888,-0.018494,0.303894,-0.51207,0.103653,-0.534261,0.44209,0.340356,0.902245,0.320543,0.936074,0.311784,0.163847,0.610651,-0.136357,-0.345259,-0.849235,0.055383,0.194481,-0.704606,0.301081,-0.855852,-0.939918,-0.922014,-0.833378,-0.302668,-0.294918,-0.977439,0.515355,0.50725,-0.427052,-0.027898,-0.954306,-0.558945,0.110548,0.390523,-0.005923,-0.032674,-0.464609,-0.418249,0.765323,-0.955434,0.671403,-0.0516,-0.634838,-0.714887,-0.259928,-0.53058,-0.032989,-0.206813,-0.602404,0.385697,0.519339,-0.197413,0.853256,0.594997,-0.89966,0.692621,-0.666785,0.82977,0.636725,0.206704,-0.755665,0.066268,-0.269003,0.001459,-0.320836,0.902346,0.301437,0.880361,-0.12921,-0.261097,0.203046,0.856182,-0.572545,-0.472298,0.35913,-0.016002,-0.62824,-0.491406,0.45719,0.171015,0.180124,0.899296,-0.598186,-0.492078,-0.227677,0.534796,0.550176
vec-511,-0.18149,0.753176,-0.385814,-0.400976,-0.579407,-0.497708,0.814027,0.693912,0.992493,-0.325424,0.731778,0.820614,0.222155,-0.978244,0.191194,0.273815,-0.019326,0.752095,0.102517,0.977098,-0.366073,0.510398,-0.191668,0.074619,-0.952812,-0.017225,-0.380813,0.393442,0.489955,-0.081483,-0.751257,-0.071754,-0.083963,-0.955587,0.9919,-0.352592,-0.925049,-0.145195,-0.047358,-0.732957,-0.846425,0.772619,0.36178,0.580022,-0.90775,-0.974583,-0.108014,-0.283363,-0.025212,-0.138808,-0.21062,-0.08971,0.044391,0.381537,-0.401138,0.531895,0.386331,-0.072914,0.714223,0.6693,-0.239696,-0.663249,-0.206531,0.395517,-0.230406,0.346325,-0.107084,0.802787,-0.145022,-0.636421,0.908912,0.678778,0.917537,0.969755,-0.01278,0.547366,-0.036155,0.442934,0.939134,-0.494828,-0.494877,-0.30276,0.613052,-0.208224,0.886694,0.285203,-0.666731,0.659725,0.49872,0.207548,0.332321,-0.751422,-0.306119,-0.2538,-0.313252,0.590523,0.922308,0.23278,-0.718475,0.337019,-0.751098,-0.620864,-0.712448,0.362448,-0.978468,0.414284,-0.133076,-0.060831,0.217187,0.802459,0.112303,0.166167,0.575279,-0.892436,0.25058,-0.072412,-0.227178,0.323042,-0.686295,0.812064,-0.596498,0.352125,-0.78362,0.827557,-0.542976,0.486827,-0.931907,0.378481
vec-512,0.211206,0.047771,0.693348,-0.837238,0.636144,-0.646739,0.685183,-0.866242,0.531439,-0.951183,-0.012633,-0.027092,0.749971,0.089034,-0.650195,-0.529005,0.863997,0.284084,-0.379862,0.952165,-0.168698,-0.7688,-0.315474,0.468484,0.168248,0.334578,-0.044592,-0.61827,0.74784,-0.980569,0.03873,-0.850051,-0.875743,0.695408,-0.817849,-0.470955,0.333631,-0.042929,0.447026,-0.036303,-0.243644,0.575626,0.227783,-0.222219,0.995413,-0.420707,-0.596746,0.033785,-0.088435,-0.591868,-0.90859,-0.122074,0.258521,-0.396736,-0.200166,0.971068,-0.827536,-0.060695,-0.084337,0.29043,-0.506955,0.155803,-0.472505,-0.459818,-0.382407,-0.670532,0.581624,-0.261278,0.632562,0.137611,0.104447,-0.649215,0.507198,-0.885776,0.218701,0.368819,-0.337862,0.804357,-0.856326,-0.998133,0.236323,-0.092501,0.661972,-0.318746,0.86647,-0.199578,0.740352,-0.887389,-0.427599,-0.292407,0.095305,-0.913342,0.937113,0.988351,0.57497,0.037639,0.968554,-0.082325,-0.616766,-0.800508,0.988426,-0.759193,-0.607692,-0.162374,-0.929619,-0.982218,-0.599899,-0.793366,-0.612173,0.504933,0.348805,-0.723959,0.573754,0.949379,-0.956183,0.613088,-0.346338,0.786204,0.017617,-0.184312,0.572707,0.905112,0.601019,-0.828878,0.917956,-0.719426,0.088936,0.622208
vec-513,0.619989,-0.476869,-0.122882,-0.221878,-0.942039,-0.280581,0.158648,-0.502689,0.325226,-0.873911,0.084716,0.142624,-0.038255,0.408582,0.776487,-0.311472,0.057734,-0.536092,-0.345574,-0.747925,-0.465326,0.216545,-0.834545,0.807339,0.109909,-0.530501,0.087803,0.164866,-0.640892,0.03667,0.23749,0.11862,-0.268174,0.025097,0.445274,0.13768,0.773316,-0.091386,-0.595346,0.37633,0.456786,0.226044,-0.233964,0.041279,-0.934827,0.885695,-0.35528,0.376124,0.31737,-0.183877,-0.302253,-0.763094,-0.238228,0.792483,0.972288,0.279948,-0.391771,-0.048022,0.981091,-0.242778,-0.462106,0.732926,0.749124,-0.952383,-0.897138,0.855225,0.299651,0.011326,0.600187,-0.722558,0.489835,-0.249702,-0.391176,0.481888,-0.686072,0.622283,-0.899007,0.068949,-0.355845,0.677265,-0.353817,-0.046972,0.105658,-0.957115,0.065804,-0.307166,-0.247199,-0.653888,0.94886,-0.511399,0.840078,0.829109,-0.639559,-0.207104,0.653121,-0.127365,0.388965,-0.927956,-0.709533,0.995795,0.860003,-0.838968,0.340304,0.459441,0.232411,0.743138,0.943505,-0.811686,0.904619,0.07742,0.891098,0.218084,-0.348175,-0.125527,-0.879831,-0.247443,0.145981,-0.524999,-0.638607,-0.723025,-0.611887,-0.01947,0.845228,-0.200445,-0.319781,-0.488839,0.904096,-0.904573
vec-514,0.502405,0.982671,-0.046779,-0.761357,-0.820458,-0.659714,0.689379,-0.716562,-0.071632,-0.644292,-0.211289,0.909024,-0.022977,0.337831,0.252981,0.236732,0.702928,0.996293,0.137384,0.320436,-0.514875,0.972771,0.814305,-0.968527,0.42377,0.078092,-0.51118,-0.418726,0.170903,-0.500803,-0.721292,0.561816,0.747126,-0.72183,-0.695507,0.454949,0.980727,0.48486,0.955524,0.943387,0.638953,0.181866,0.736954,-0.103147,-0.736807,-0.229586,-0.592661,0.003572,0.255847,-0.831737,-0.703759,0.754801,-0.945986,-0.629542,-0.554983,-0.055161,0.264704,0.654786,0.357344,0.732659,-0.957308,0.610511,0.968671,0.559886,-0.609017,-0.428358,-0.083476,-0.509457,0.727461,-0.220877,-0.679954,0.177458,-0.596316,-0.81813,0.182067,-0.313386,0.263266,0.335453,0.798145,0.859786,-0.297451,-0.8376,0.564594,0.757247,-0.684466,0.545719,0.362427,0.121669,-0.121217,-0.30388,0.921891,0.546343,-0.234901,0.422928,-0.550703,-0.734013,0.363852,-0.5597,0.635011,0.40811,0.92231,0.158727,0.767838,-0.790791,-0.381908,-0.21698,-0.416798,-0.545126,-0.980028,-0.832855,0.351892,-0.546299,0.156184,-0.329127,-0.551096,0.94607,-0.621888,-0.732796,0.328362,-0.278368,0.647191,-0.973892,-0.651135,0.05563,0.010586,0.304257,0.066552,-0.556033
vec-515,-0.225007,-0.33299,0.737593,-0.87528,0.747264,0.350925,0.529517,-0.225097,0.857739,0.880588,0.150672,-0.864093,0.75399,-0.594179,-0.183304,0.474841,-0.236674,0.598454,-0.232135,-0.208969,-0.71053,0.345319,-0.014095,-0.377898,-0.722589,-0.174795,-0.640273,-0.392467,-0.922694,-0.131823,0.092939,0.433807,-0.007692,-0.037191,0.752556,0.842775,0.280891,0.096118,-0.221054,0.190393,-0.027569,-0.889363,-0.110653,0.65034,-0.400886,0.993429,-0.795574,0.804648,-0.967554,0.514192,0.227,0.765599,-0.78269,0.842674,0.210204,-0.73043,0.754836,0.565112,0.441274,0.152951,0.544791,0.48543,-0.511218,0.429416,-0.732433,0.269964,-0.941597,-0.178448,0.005052,0.924539,-0.551588,-0.283144,0.653505,-0.208006,-0.365649,-0.222983,0.762371,0.242566,0.882864,0.513702,0.40648,0.862627,-0.25153,0.300128,0.856705,0.597828,-0.205482,-0.982005,-0.966967,-0.462513,-0.130336,0.265509,-0.959541,0.466543,-0.781982,0.881221,-0.805593,0.127833,0.244329,-0.993461,0.248758,0.593132,0.492027,-0.66081,-0.457082,-0.163071,-0.100639,-0.164673,-0.088857,0.600671,0.695723,-0.277452,-0.510737,0.525424,0.46113,0.748113,0.672571,-0.843392,0.685198,0.46231,-0.53006,-0.008196,-0.629877,0.589932,0.985924,-0.70166,-0.349313,0.176433
vec-516,0.248588,0.162272,-0.368178,0.781089,-0.016559,-0.381282,0.983088,-0.820769,0.065423,-0.153259,0.647603,-0.24267,0.82463,-0.779754,-0.208153,0.586732,-0.630525,0.121197,0.107752,0.178327,-0.483871,0.069696,0.144646,0.116089,0.914531,-0.394096,0.387957,0.826988,-0.747215,0.530246,0.383506,-0.287444,0.038181,-0.724937,0.818726,-0.979179,0.371076,-0.678683,-0.570562,-0.375975,0.985088,0.744988,-0.923824,0.93121,-0.301278,-0.920705,0.306397,0.550816,0.150235,0.382565,0.033336,-0.939374,-0.676592,-0.171103,0.39002,-0.909237,-0.043335,-0.653534,-0.368126,-0.477059,-0.009728,-0.999051,0.171374,-0.11288,0.322186,0.497102,0.300519,0.508672,-0.858584,-0.865255,-0.764412,-0.697266,-0.757777,0.851602,0.067766,0.444964,0.069582,0.040602,0.435866,-0.827226,0.291198,-0.215351,0.87443,0.222786,-0.047108,0.512281,-0.720085,0.759017,0.754238,0.711574,0.839886,0.060299,0.619993,-0.425387,0.94555,-0.200496,-0.817667,0.135829,0.51648,-0.366149,0.187796,-0.263976,0.489359,0.633246,0.360924,0.646576,-0.11782,-0.979088,0.232281,-0.487883,0.402161,0.300158,-0.85779,0.864714,-0.227692,-0.756717,-0.33018,-0.856097,0.32992,0.795408,0.738894,0.762515,-0.563131,0.828881,-0.541517,-0.810612,0.370086,-0.780466
vec-517,-0.246023,-0.053523,-0.920541,0.651637,-0.792124,-0.280941,0.670236,-0.977644,-0.883297,-0.026834,-0.13632,-0.067297,-0.238534,0.364532,-0.296653,-0.15815,0.886502,0.99165,0.772112,-0.886636,0.677895,-0.424114,0.996017,-0.89703,0.102433,0.842039,0.941655,-0.424248,-0.411325,-0.793938,0.604626,0.005249,-0.657324,-0.035418,0.960691,0.244126,0.586564,0.787173,0.242129,-0.849231,0.689335,0.880941,-0.134955,0.525324,0.622016,0.194615,-0.675426,-0.460378,0.494133,0.590548,-0.368796,0.202116,-0.009403,0.398408,-0.268455,-0.782911,0.929435,-0.562164,0.830149,-0.296614,0.157204,-0.603452,-0.488715,0.574977,-0.625941,0.946336,0.096613,-0.823193,-0.022592,-0.205392,-0.494437,0.490755,0.532095,-0.135239,0.773194,0.226445,0.504061,0.500765,0.256567,-0.636713,0.293252,-0.087634,0.038305,-0.055158,-0.340436,0.325074,-0.11498,0.684106,-0.85442,-0.814054,0.491679,-0.163451,-0.153599,0.310719,0.910537,-0.792133,0.371392,0.633137,-0.133367,0.232068,0.64213,0.180205,0.870092,-0.069811,0.901151,0.576067,-0.729674,-0.290883,0.333826,-0.22041,0.17461,0.06852,0.822856,-0.37491,-0.790628,-0.42959,0.184245,-0.500816,-0.595445,-0.554987,0.504461,0.736267,0.234006,0.633327,-0.136774,-0.939712,-0.865914,0.883548
vec-518,-0.014742,-0.27107,0.370234,0.155673,0.373325,-0.008575,0.653964,0.150766,0.854079,-0.453503,0.245458,0.993243,0.234189,-0.842911,-0.922709,0.226725,0.715072,-0.092603,-0.382133,0.836431,-0.437005,0.658806,-0.715206,-0.239135,0.644955,-0.348798,0.78532,0.927209,-0.729562,0.195878,0.685345,-0.730229,-0.074885,0.173986,-0.028602,0.391521,-0.882012,0.571015,-0.638868,0.020182,-0.441961,0.630327,0.764974,-0.557616,0.314795,-0.815477,-0.195872,-0.847167,0.962439,-0.484638,0.129785,0.278491,0.21982,-0.309574,-0.674191,-0.105965,0.900858,0.590435,0.034534,-0.978449,-0.371859,-0.471933,-0.017233,-0.88874,0.721363,0.852739,0.684229,0.117481,-0.030677,-0.526846,0.437187,0.250442,0.621489,-0.165289,-0.741551,0.632787,0.472713,0.294987,-0.534883,-0.217993,-0.481973,0.543116,-0.095086,-0.706748,0.087344,-0.678012,-0.829679,0.320502,0.493113,0.115537,-0.647478,0.513289,0.555602,-0.510566,-0.960741,0.136568,0.507396,-0.088535,-0.655171,0.910557,-0.400404,-0.120026,0.539785,-0.495284,0.864958,0.964974,0.445185,0.68931,0.922171,0.782707,-0.169069,0.01541,0.863075,-0.442222,-0.673352,0.037763,-0.729992,-0.076588,-0.564146,0.512564,0.51155,-0.407933,0.753093,0.616442,-0.663373,-0.037178,0.208956,0.282301
vec-519,-0.470274,-0.043619,0.361683,-0.059161,-0.460006,-0.077535,0.002251,-0.838257,-0.949972,-0.235365,0.665269,0.448185,0.092042,0.655785,0.85886,0.276545,-0.571241,-0.144759,-0.404467,-0.905082,0.221801,0.266564,0.099801,0.110462,0.815523,-0.323242,0.403518,-0.928199,0.290209,0.250134,-0.56742,0.075164,-0.407571,-0.247854,0.085987,0.348057,-0.529636,-0.722889,0.986702,-0.869536,0.817407,-0.825757,0.983093,-0.929209,-0.626427,0.871774,0.668224,-0.760541,-0.464165,-0.570865,-0.486277,0.396562,-0.085062,0.97308,0.263977,0.58498,-0.504287,-0.23201,0.557401,-0.536957,0.02825,0.700079,-0.317657,0.162315,0.345293,-0.179704,0.267124,0.049891,-0.581029,0.351522,0.783665,0.501234,0.380613,-0.790798,0.409085,-0.801799,-0.185168,0.42785,0.55372,-0.205138,-0.437714,-0.369169,0.042023,0.717149,-0.501275,-0.512891,-0.244356,-0.507545,0.031328,0.798977,0.530138,0.810506,-0.669132,-0.106899,0.987995,0.864196,0.76905,0.160924,-0.055716,-0.087921,-0.527643,0.064964,-0.375481,-0.639392,0.57047,-0.373617,-0.879149,0.661554,-0.922022,-0.720095,-0.135084,-0.82143,-0.893109,0.328287,0.739448,0.568615,-0.225593,-0.511123,0.487638,-0.824421,0.87094,0.627464,-0.24874,-0.738749,-0.488075,0.172798,0.71707,-0.818085
vec-520,-0.648553,-0.636139,0.995416,0.270152,0.353546,-0.621442,0.327212,-0.479686,-0.758653,0.28112,0.153844,-0.488102,0.14825,-0.701887,-0.169381,0.461893,-0.362018,-0.792759,0.06313,0.39903,0.914054,-0.888915,-0.645857,-0.637724,-0.574903,-0.351768,0.560626,-0.667198,0.334379,0.484229,0.091847,0.13875,-0.178431,-0.687721,0.848861,-0.691302,0.905583,0.098715,0.62546,-0.404928,-0.53718,0.468647,0.189432,0.567843,-0.975961,0.240806,-0.892073,-0.361251,-0.708427,0.762251,0.039386,-0.793189,0.395342,0.105306,0.70202,-0.163033,-0.635324,-0.498793,-0.307883,0.486345,0.475752,-0.547484,-0.998483,-0.345598,0.01318,0.505195,-0.478344,-0.983336,0.202725,0.941247,-0.270908,-0.684699,-0.09952,-0.055091,0.265632,0.132174,-0.739761,-0.701976,-0.628425,0.445013,-0.433686,0.576816,-0.038716,0.078743,-0.455674,-0.851502,-0.119762,-0.719353,-0.404738,-0.949333,-0.111998,0.452062,0.260524,0.409547,-0.107743,0.307524,0.26105,0.880731,-0.80094,0.038181,0.8722,-0.400171,0.5985,0.745068,-0.146949,-0.22867,0.196469,0.491588,-0.617869,0.143682,-0.953035,0.921515,-0.708482,0.805375,0.8227,-0.893102,0.983375,0.342216,-0.234771,0.401285,0.75696,0.533729,-0.305802,-0.651734,0.372516,0.52304,-0.750029,-0.88155
vec-521,0.942327,0.976704,0.031471,0.648484,0.612225,0.680509,0.263525,-0.521457,-0.793505,0.804782,0.433757,-0.36596,0.046118,-0.240313,0.183544,0.488788,0.750572,-0.947685,-0.090313,-0.890035,0.383514,0.155881,-0.327815,0.739907,-0.710169,0.626269,-0.088607,-0.982148,-0.181086,-0.112219,-0.391413,0.001774,0.023118,0.959174,-0.977366,0.252656,-0.202356,0.379376,0.979355,0.610731,-0.138392,0.909243,-0.456843,0.740142,0.836337,0.758682,0.984682,0.854454,-0.125887,0.094232,0.172719,0.949224,-0.366599,0.792995,0.788268,0.445087,-0.272345,-0.675712,-0.71056,-0.015109,0.104319,0.314402,0.008352,0.805264,0.348148,0.447546,0.710713,-0.239921,0.614645,0.348988,0.018669,-0.684377,0.626993,-0.023403,0.566436,0.188494,-0.185624,0.114365,-0.075525,-0.032231,0.757352,-0.185837,0.53087,-0.854706,-0.75261,0.839818,-0.896102,0.767861,0.346398,0.157249,-0.697277,0.321812,-0.555599,0.790571,0.539436,-0.705748,-0.940956,0.474405,-0.665371,-0.104146,0.612243,-0.990882,0.884076,-0.853827,0.524809,-0.028446,0.495041,-0.915318,0.129576,-0.019937,-0.511063,0.452647,-0.156065,-0.03437,-0.864973,-0.137808,-0.580388,0.633886,0.980721,0.985411,-0.515345,0.248077,0.442834,-0.653827,-0.396608,0.910526,-0.828362,-0.536563
vec-522,0.089033,0.233942,-0.115163,-0.361499,-0.998279,0.779411,-0.972186,0.848316,-0.615978,0.651912,0.523245,0.74802,-0.926036,-0.794236,-0.141158,0.671033,-0.020392,-0.776302,-0.848521,0.914796,0.079702,0.121921,0.11286,0.417589,0.754853,-0.895117,-0.681616,0.665581,-0.406675,0.011462,-0.871263,-0.246796,-0.388578,-0.609452,-0.464551,-0.261663,0.289723,-0.127408,0.996952,0.450588,0.139408,-0.393374,0.072254,0.142076,-0.739453,-0.336909,0.013853,0.692426,0.417774,0.831484,-0.022583,-0.262219,-0.393322,0.658988,0.207167,0.699164,-0.07143,0.76832,-0.895641,0.928855,-0.698331,0.306167,-0.073377,0.224536,-0.031801,0.23192,-0.234211,-0.507911,-0.760202,0.857895,0.378059,0.201301,-0.361659,0.73455,-0.938604,0.104532,0.818946,-0.167378,-0.894273,0.61277,-0.780373,-0.900975,0.604514,0.993587,-0.209135,-0.566105,-0.673863,-0.69466,0.936138,-0.143978,0.769463,-0.340992,0.606049,0.419135,-0.482204,-0.313449,-0.675516,0.266063,0.290618,-0.732945,-0.45572,0.731589,-0.308398,-0.594431,0.239709,0.255791,-0.104598,0.295375,0.376998,-0.734145,-0.932551,-0.435298,0.945632,-0.703679,0.793114,-0.664162,0.930022,0.220725,0.660436,-0.639999,0.354523,0.462717,0.348988,-0.237715,-0.179123,0.333507,-0.983355,-0.165047
vec-523,-0.75864,0.848695,-0.195954,-0.326501,0.869403,-0.202425,-0.810716,-0.307469,0.827937,-0.524301,-0.27161,0.104992,0.603041,0.087665,-0.888268,0.916147,0.347147,-0.897505,-0.200229,-0.940525,-0.153201,0.367877,0.523396,-0.039894,0.594596,0.279085,-0.6244,-0.127396,-0.919698,0.58924,0.46679,0.713351,0.079881,0.834178,0.808748,-0.149888,-0.5087,0.21781,0.790796,-0.011914,-0.72412,0.892786,-0.512373,0.170109,0.901106,-0.973159,0.358557,0.450719,-0.001026,0.054634,-0.662226,0.751414,0.152928,0.621742,-0.604126,-0.98673,0.320436,0.227152,-0.779755,-0.339056,-0.162017,-0.916023,-0.460397,-0.037054,-0.796497,-0.601827,-0.056486,0.331892,-0.95921,-0.584535,0.017196,0.752774,-0.030383,-0.882719,-0.627639,-0.894777,0.454109,0.877144,0.882094,-0.270369,0.305289,-0.782793,0.087136,0.885423,0.15784,0.815079,-0.88607,-0.350328,-0.625517,0.211446,-0.472981,-0.550236,-0.289439,0.327704,0.759459,-0.596024,-0.606334,0.218314,0.372583,-0.578613,0.28991,-0.832472,-0.653876,-0.395325,0.590677,-0.717896,0.030713,0.272444,-0.594349,0.384763,-0.563917,0.257959,-0.522231,-0.720683,-0.017349,-0.1549,0.159275,0.781674,0.644399,0.347473,-0.032934,0.309946,-0.403794,0.800753,0.737404,-0.976086,0.265767,0.027016
vec-524,-0.757972,-0.938668,0.484071,0.818788,0.442326,-0.973327,0.456201,0.116829,-0.161586,-0.238293,0.055319,-0.320913,0.974352,-0.603874,0.275868,-0.617631,-0.515185,0.356362,-0.08004,-0.405655,-0.08883,0.562082,0.357727,0.014889,0.898102,-0.908203,-0.60442,0.966684,0.735108,-0.590786,-0.574876,0.411023,-0.347649,-0.156833,-0.374281,-0.558615,0.914313,0.858692,-0.804965,0.884389,0.593315,-0.209819,0.599145,0.454222,0.544454,0.112752,0.796765,-0.424713,0.734633,0.360874,-0.09801,0.909995,-0.174991,0.739897,-0.297616,0.688309,-0.974348,-0.465221,0.300397,0.6139,0.56875,-0.992548,-0.119018,-0.527441,0.849539,-0.19709,0.233929,-0.738801,0.750813,-0.73008,0.035122,-0.947896,-0.631129,-0.395147,-0.971822,0.174902,-0.02154,-0.837403,0.790816,-0.992622,-0.627165,-0.525842,0.260766,0.405676,0.967653,0.149529,0.581065,-0.174275,-0.164016,0.707684,0.115199,0.837993,0.263274,-0.450746,0.480627,0.21273,0.348636,0.047871,-0.817126,0.663307,-0.871893,0.752583,-0.924585,-0.678122,0.186401,0.569452,-0.416345,-0.652587,-0.666642,-0.575964,-0.415211,-0.592213,-0.744411,0.541219,0.756672,-0.539352,-0.9254,-0.877406,-0.899374,0.463977,-0.668752,-0.338303,-0.997077,-0.942225,-0.741927,-0.602484,-0.996511,-0.323723
vec-525,0.007325,0.284666,-0.94722,-0.95217,-0.093981,-0.693608,-0.960298,0.389844,-0.348831,-0.214321,-0.576202,0.022884,-0.135415,-0.129702,-0.675782,0.632047,0.576173,-0.468649,0.053578,-0.437016,-0.537987,0.70276,-0.986011,-0.544055,-0.295688,-0.160517,0.887609,-0.172714,-0.971359,0.471434,0.976627,-0.019696,0.528867,0.860556,0.269152,-0.349387,-0.084199,-0.511637,-0.120202,-0.228509,0.950031,-0.482472,0.09665,-0.536965,0.156278,-0.45147,0.746019,-0.538005,-0.002134,0.55124,0.231915,-0.379829,0.590443,-0.503575,0.67202,-0.94196,-0.530812,0.056183,-0.056651,0.122048,-0.676487,0.224579,-0.518082,0.561941,0.441212,-0.076093,0.028871,0.172359,0.775394,0.505773,0.071374,-0.43607,0.584189,0.39595,0.066111,0.553342,0.765627,-0.266354,0.346241,0.003431,-0.633898,0.090174,-0.328731,-0.861973,0.518738,-0.902298,-0.426315,-0.818702,-0.466103,0.108432,0.697303,-0.280682,-0.814087,0.808823,-0.296092,0.712847,-0.476648,0.836294,0.65486,-0.623412,0.671361,0.862656,0.03545,-0.970152,0.227108,0.455255,0.452541,0.096128,0.734787,0.095032,-0.441076,0.579499,0.334954,-0.274526,-0.46987,-0.729602,0.601432,-0.176351,0.081313,-0.909593,-0.14886,-0.861143,-0.31499,-0.220882,0.36948,0.942309,0.721104,-0.714352
vec-526,0.370066,-0.134537,-0.632733,-0.142364,-0.272415,-0.756703,0.331023,0.313605,-0.743384,0.62225,-0.541977,0.318516,0.701597,0.951846,-0.735806,-0.438897,0.37731,-0.406925,0.856325,0.364249,-0.065632,0.777473,0.158132,-0.46917,0.75283,-0.443567,-0.802747,-0.552581,-0.54692,-0.887886,0.412741,-0.426071,-0.41866,0.467593,-0.99459,0.446889,-0.021402,-0.99051,0.480817,0.367222,-0.228762,-0.693024,0.014506,0.833642,-0.89079,0.451538,0.824588,0.513644,-0.784762,-0.142101,-0.407447,-0.893998,0.527838,0.553013,-0.710128,-0.28625,0.508365,-0.20619,0.242679,0.254224,0.019792,-0.967929,0.547042,0.071018,0.687619,-0.802589,0.050188,0.08211,0.208192,-0.225202,0.877509,-0.342064,-0.852594,-0.863799,-0.445388,0.432966,0.927828,0.197091,0.982536,-0.881749,0.531829,-0.835318,0.573141,-0.637604,0.461793,-0.051995,-0.683008,0.546734,-0.374272,-0.711493,-0.845099,-0.176294,-0.113236,0.700086,-0.576228,0.785962,0.161106,-0.034,-0.140034,-0.091758,0.416296,0.169559,0.369721,0.113237,-0.551699,0.114043,0.647412,0.320344,-0.300789,0.179494,-0.110692,-0.780267,0.628744,-0.838875,0.04341,0.811313,0.390603,-0.435521,0.037395,-0.772482,0.463651,-0.963835,-0.133066,-0.564694,0.259073,0.677021,-0.476569,-0.110384
vec-527,0.417089,0.535102,-0.114323,-0.576602,0.668576,0.493387,-0.781091,-0.166141,-0.326521,0.315047,0.230971,-0.202123,-0.905224,0.384013,-0.733215,0.397842,0.259891,-0.647781,0.344756,-0.690722,0.654283,-0.942237,-0.385091,0.989958,0.975856,-0.356181,0.234322,-0.636772,0.688861,-0.821797,-0.508134,0.561538,-0.440601,0.199869,0.465783,0.451052,-0.519725,0.637521,-0.428875,0.366265,-0.46085,-0.83637,-0.297015,-0.70362,0.700308,-0.489539,0.553613,0.471847,0.370326,-0.765603,-0.561777,-0.56442,0.867098,-0.309375,-0.886795,0.851189,-0.235472,0.345085,0.799788,0.176082,0.955744,-0.302703,-0.880091,-0.497619,0.551805,-0.280356,-0.39321,0.999582,0.561998,0.315004,-0.726089,0.980673,-0.624538,0.15972,-0.695324,-0.50617,0.663293,0.94442,0.954231,-0.114955,-0.161383,-0.10785,0.294035,0.298001,-0.449922,0.664571,-0.207832,-0.714395,-0.20868,0.226411,-0.014624,0.672525,-0.906924,0.561618,-0.736621,-0.653565,-0.546612,-0.860941,-0.080987,0.308258,0.174479,0.428478,0.54111,0.525839,0.495001,0.916926,-0.789515,-0.881245,-0.269728,-0.424348,0.719447,-0.213144,0.242481,-0.810824,0.505487,0.700534,-0.037208,0.680956,0.126062,0.076056,0.81373,-0.687152,0.550347,0.286,0.149961,-0.607411,-0.818205,-0.659904
